transaction_id,card_number,card_type,expiration_date,cvv,card_holder_name,billing_address,billing_city,billing_state,billing_postal_code,billing_country,transaction_amount,transaction_date,merchant_name,merchant_category,transaction_description,transaction_type,currency_code,exchange_rate,conversion_amount,conversion_date,transaction_status,authorization_code,payment_gateway,transaction_reference_number,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_postal_code
870,3563513523162795,Visa,5/23/2022,196,Brigg Moodie,07982 Johnson Street,Shangfang,,,China,3631.12,9/13/2029,Quimba,Retail,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,Refund,CNY,1.4525,8604.75,1/27/2030,Approved,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,Brainbox,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,Catherina Hablet,chableto5@psu.edu,101-370-8544,661 Memorial Avenue,Sumiainen,,44280
871,4905054904332496,Mastercard,8/3/2025,471,Ekaterina Snelle,5 Nancy Crossing,Semīrom,,,Iran,3251.67,2/2/2025,Dablist,Entertainment,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,Refund,IRR,1.8849,1728.25,9/10/2028,Approved,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,Skalith,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,Daisi Skirlin,dskirlino6@ucoz.com,240-782-2191,55322 Boyd Hill,Ribeirão Pires,,09400-000
872,3573297425389742,Visa,3/1/2028,980,Kandy Ladewig,0 Coleman Court,Haodi,,,China,8877.36,10/3/2024,Riffpedia,Dining,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,Refund,CNY,0.6661,8702.32,5/19/2028,Pending,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,Skibox,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,Burg Leechman,bleechmano7@php.net,212-628-0124,1 Mayer Pass,Bugko,,6417
873,56022402580524225,Visa,11/1/2026,614,Leonidas Roddick,9862 Del Sol Center,Lentisqueira,06,3070-235,Portugal,1691.97,8/13/2022,Aivee,Entertainment,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,Refund,EUR,1.3483,6298.79,12/6/2029,Pending,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,Innotype,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,Ag Fairney,afairneyo8@wikimedia.org,192-905-2034,22 Surrey Hill,Shuiyuesi,,
874,6333636623043616465,American Express,10/5/2026,918,Alwin Lakes,69 Mendota Hill,Makuyuni,,,Tanzania,5385.56,11/28/2023,Rhynyx,Retail,sapien placerat ante nulla justo aliquam quis turpis eget elit,Refund,TZS,1.7565,6028.75,2/15/2030,Approved,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,Devpoint,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,Mortimer Ashley,mashleyo9@alibaba.com,620-510-7462,434 Paget Center,Río Tercero,,5850
875,340865752709639,Mastercard,4/19/2022,346,Ignacio Orring,348 Scoville Drive,Liushun,,,China,7348.15,4/12/2025,Bubblebox,Entertainment,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Cash Advance,CNY,1.7505,1160.76,7/29/2030,Approved,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,Dazzlesphere,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,Alanah Seeviour,aseeviouroa@histats.com,188-476-2830,6 Tony Lane,Pasembon,,
876,58933595505685825,Mastercard,2/2/2030,800,Kyle Shimwall,029 Orin Park,Punsu,,,Indonesia,8749.35,2/22/2026,Tagcat,Retail,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,Purchase,IDR,0.5761,384.95,6/25/2026,Declined,et ultrices posuere cubilia curae nulla dapibus dolor vel est,Skalith,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Catriona Borne,cborneob@examiner.com,689-167-4312,73074 Nevada Terrace,Tanshan,,
877,3538124807472256,American Express,9/10/2030,228,Nerita Rainsden,317 Dexter Place,Yiánnouli,,,Greece,4568.97,5/6/2028,BlogXS,Dining,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,Cash Advance,EUR,0.5687,3330.26,5/30/2028,Approved,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,Skiba,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,Adolf Drane,adraneoc@google.nl,235-929-8288,216 Tomscot Alley,Hufeng,,
878,201478712378467,Visa,11/16/2024,906,Vladimir Rizzi,13 Namekagon Way,Laranjeiras do Sul,,85300-000,Brazil,3473.99,8/11/2027,Dabvine,Entertainment,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,Cash Advance,BRL,0.889,5668.37,9/24/2027,Approved,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Layo,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,Ravid Darnborough,rdarnboroughod@nsw.gov.au,576-733-4203,894 Sachtjen Center,Hayan Hudong,,
879,3549796232232145,Visa,11/28/2030,545,Cesare Eddington,3 Mariners Cove Place,Magok,,,Indonesia,5906.1,4/12/2022,Fivebridge,Retail,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,Refund,IDR,0.5627,2266.24,11/7/2026,Pending,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,Eire,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,Meghan Ettels,mettelsoe@wp.com,207-795-1535,9419 Jackson Court,Mošorin,,
880,6394862774655496,Visa,3/15/2028,237,Bert Biskup,9 Del Sol Plaza,Dungon,,5611,Philippines,3536.25,7/6/2023,Jabbercube,Dining,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,Cash Advance,PHP,1.1745,4860.67,10/14/2024,Declined,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,Gigashots,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,Winonah Hoyer,whoyerof@4shared.com,160-766-2474,50 Chinook Terrace,Mugi,,368293
881,5007668236505489,American Express,8/3/2022,575,Kesley Noakes,72 Karstens Plaza,Zhanbei,,,China,3095.78,8/25/2025,Jabbersphere,Dining,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,Refund,CNY,1.5859,6447.15,7/27/2030,Pending,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,Devbug,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,Gayle Rochford,grochfordog@storify.com,701-942-6176,787 Autumn Leaf Junction,Asembagus,,
882,374622454992016,Visa,4/3/2025,314,Jeth Winning,240 Westerfield Terrace,Zhanggongmiao,,,China,7985.15,10/31/2024,Trilith,Dining,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,Purchase,CNY,1.8896,3429.1,4/15/2030,Approved,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,Devbug,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,Mandi Kuhnhardt,mkuhnhardtoh@latimes.com,459-237-4502,231 Welch Terrace,Putun,,
883,4936745527523105,American Express,2/5/2029,251,Nilson Whithorn,1350 Westport Pass,La Mesa,,252608,Colombia,201.74,10/28/2024,Jatri,Travel,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,Cash Advance,COP,1.3492,3948.65,11/2/2028,Approved,ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Yambee,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,Dolorita Alexander,dalexanderoi@omniture.com,722-354-1094,4232 Killdeer Hill,San Isidro,,8421
884,4508967106757593,American Express,10/17/2029,831,Ninette Skerritt,07118 Caliangt Street,Quận Phú Nhuận,,,Vietnam,1557.24,2/8/2030,Kwimbee,Retail,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,Refund,VND,1.9218,5554.33,10/5/2028,Declined,mauris vulputate elementum nullam varius nulla facilisi cras non velit,Jaloo,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,Dosi Jirasek,djirasekoj@ca.gov,975-628-7895,31 Milwaukee Street,Himaya,,6103
885,5377538012622513,American Express,9/26/2025,932,Gaylene Mariaud,53 Canary Parkway,Karonga,,,Malawi,4991.06,8/14/2026,Skimia,Retail,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,Purchase,MWK,0.7424,1842.13,3/7/2023,Pending,morbi non quam nec dui luctus rutrum nulla tellus in,Realbridge,sapien a libero nam dui proin leo odio porttitor id,Bendick Grishakin,bgrishakinok@bloglovin.com,745-152-8959,648 Fairfield Terrace,Toledo,,85900-000
886,6759995796804343,American Express,5/10/2027,676,Joela Rosie,3 Rusk Drive,Namioka,,953-0062,Japan,491.05,12/14/2030,Shuffletag,Dining,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,Refund,JPY,1.8487,7767.11,2/19/2030,Pending,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,Skippad,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,Reagen Wrathmall,rwrathmallol@netscape.com,265-313-6931,7 Golf Course Lane,Milán,,185038
887,3578123918637345,Mastercard,2/26/2022,794,Camey Chasmor,871 Burning Wood Street,Dolati,,,China,3988.17,6/20/2024,Dablist,Dining,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,Cash Advance,CNY,0.9454,7975.83,5/13/2022,Approved,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,Blogpad,at turpis a pede posuere nonummy integer non velit donec diam,Mordecai Kemball,mkemballom@barnesandnoble.com,630-418-2572,9376 Lukken Junction,General Alvear,,3361
888,6709675163518285325,Mastercard,8/31/2028,904,Emmeline Posselt,16774 Melby Crossing,San Andrés,,,Panama,7945.92,8/20/2029,BlogXS,Retail,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,Cash Advance,PAB,0.8704,2564.9,11/17/2022,Declined,lectus vestibulum quam sapien varius ut blandit non interdum in,Topicstorm,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,Joanna Pringour,jpringouron@tripadvisor.com,932-796-1390,4 Thompson Junction,Petauke,,
889,4175003865173822,Mastercard,4/19/2024,177,Farrand Duigan,59 Comanche Way,Cigebrok,,,Indonesia,21.9,9/11/2025,Linktype,Dining,non pretium quis lectus suspendisse potenti in eleifend quam a odio,Purchase,IDR,0.57,3548.27,1/24/2028,Pending,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,Youfeed,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,Arlana Toon,atoonoo@altervista.org,768-135-6173,6 Sloan Park,Dębnica Kaszubska,,76-248
890,3551630358131036,Visa,8/10/2027,801,Sheilakathryn Le Blanc,348 Dottie Terrace,Teresópolis,,25950-000,Brazil,252.54,1/8/2026,Shuffledrive,Entertainment,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Purchase,BRL,1.3222,6717.82,1/18/2025,Declined,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,Livetube,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,Clywd Lagadu,clagaduop@behance.net,531-116-9635,1 Luster Circle,Fantino,,11511
891,4913931216299473,Visa,11/30/2026,671,Jessee Bonallack,40 Sunbrook Park,Zhongguan,,,China,3094.12,1/7/2029,Voonix,Entertainment,sapien a libero nam dui proin leo odio porttitor id consequat in consequat,Purchase,CNY,0.6097,8326.2,4/11/2030,Approved,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,Zoonoodle,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,Vernice Kamienski,vkamienskioq@vkontakte.ru,612-535-4074,86071 Armistice Circle,Pitalito,,417048
892,30106877853548,American Express,8/24/2029,347,Todd Learmonth,7765 Melody Terrace,São Leopoldo,,93000-000,Brazil,9543.1,4/23/2026,Jabbersphere,Dining,id ligula suspendisse ornare consequat lectus in est risus auctor sed,Purchase,BRL,0.7631,7306.22,6/26/2022,Approved,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,Thoughtstorm,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,Selina Downing,sdowningor@csmonitor.com,221-438-8105,8713 Tony Parkway,Olonets,,186000
893,3582511662777008,Visa,9/16/2028,793,Murial Cristofvao,7 Texas Center,Buynichy,,,Belarus,3753.97,4/27/2024,Katz,Travel,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Cash Advance,BYR,0.6504,3599.27,8/7/2025,Approved,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,Realcube,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,Davidde Oakton,doaktonos@si.edu,146-912-1326,1432 Anzinger Drive,Vakhrushi,,613110
894,4911047731876844,American Express,5/3/2029,354,Aveline Halwill,458 Maple Hill,Daba,,,China,716.66,2/15/2023,Ooba,Retail,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,Cash Advance,CNY,1.7953,6708.4,1/4/2030,Declined,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,Thoughtblab,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,Sigismond Comfort,scomfortot@youku.com,433-651-8106,996 Superior Road,Taoudenni,,
895,372301232052011,American Express,2/10/2022,469,Damien Matkovic,5284 Heath Crossing,Calimete,,,Cuba,5203.07,2/11/2022,Oyoba,Entertainment,amet cursus id turpis integer aliquet massa id lobortis convallis,Cash Advance,CUP,1.9311,9543.54,9/7/2023,Pending,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,Jayo,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,Raul Donet,rdonetou@qq.com,401-953-0518,6110 Clarendon Center,Les Cèdres,QC,J6S
896,3572795585724526,Visa,5/30/2025,319,Andres Rossant,9 2nd Alley,Fucheng,,,China,3681.98,5/7/2022,Realcube,Travel,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,Refund,CNY,1.4937,6297.31,1/22/2025,Approved,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,Nlounge,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,Jillie Wims,jwimsov@wufoo.com,997-959-4495,243 Declaration Lane,Ridder,,
897,67613153357884423,Visa,10/19/2027,739,Del MacCardle,022 Scoville Crossing,Taihua,,,China,3151.81,4/2/2025,Agimba,Travel,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,Cash Advance,CNY,1.2905,4173.74,4/26/2022,Approved,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,Buzzdog,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,Amelia Yvon,ayvonow@prlog.org,207-711-7764,6 5th Trail,Los Charrúas,,3212
898,337941158498492,American Express,10/28/2030,666,Elli Haighton,43543 Messerschmidt Point,Husów,,37-121,Poland,1610.85,8/1/2027,Twitterworks,Dining,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,Refund,PLN,0.9355,3416.38,10/29/2025,Pending,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,Devshare,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,Wilton Bonnor,wbonnorox@theatlantic.com,430-746-9536,20 Eastlawn Plaza,Trawniki,,21-044
899,30279677521738,Visa,2/6/2027,918,Joscelin Brightman,53 Annamark Alley,Jiuquan,,,China,5262.38,4/11/2027,Flipbug,Entertainment,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,Cash Advance,CNY,1.9574,6364.72,9/28/2024,Approved,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Gevee,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,Kimberlyn Glandfield,kglandfieldoy@foxnews.com,782-183-3832,3 Briar Crest Road,Rerawere,,
900,3567252069227573,Visa,8/26/2027,557,Werner Dayly,2 Schiller Court,Valencia,,6306,Philippines,2460.59,8/27/2030,Ntag,Dining,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,Cash Advance,PHP,1.8409,1064.23,7/5/2023,Approved,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,Gigashots,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,Augustina O'Hallagan,aohallaganoz@reddit.com,549-794-7220,32593 Wayridge Avenue,Binguang,,5400
901,3581691548144408,Mastercard,6/19/2029,137,Patrica Tanswill,7 Nelson Court,Salento,,631028,Colombia,891.04,3/6/2029,Skimia,Dining,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,Purchase,COP,0.8062,3359.13,12/26/2025,Pending,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,Dabshots,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,Lilli Freund,lfreundp0@ucoz.ru,873-707-2846,7 Manufacturers Drive,Sydney Mines,NS,B1V
902,3579140771420584,Mastercard,2/27/2024,601,Lina Worham,991 Garrison Road,Dahao,,,China,6375.44,5/28/2022,Voomm,Dining,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,Cash Advance,CNY,0.611,1239.09,7/15/2029,Declined,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Twitterlist,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Winslow Brunetti,wbrunettip1@ucsd.edu,728-374-4484,00124 Vahlen Hill,Pasolapida,,
